"ID","Company","Incident_date","Days_of_the_Wk","Months_of_the_Yr","Years","Contaminant","Type_of_fa","Cause","Site_locat","Latitude","Longitude","LGA","States_affected","Spill_area","MoY","DoW"
"3454","SPDC","2014-12-25","Thu","Dec","2014","cr","pl","sab","12""IMO RIVER - OGALE PIPELINE AT KOM-KOM","4.8560278","7.1648333","Oyigbo","RI","la","12","5"
"3455","NAOC","2014-12-25","Thu","Dec","2014","cr","pl","sab","10'' Clough Creek /Tebidaba pipeline at Azuzuama (9)","4.6777778","5.9040278","Southern-Ijaw","BY","sw","12","5"
"3456","NAOC","2014-12-25","Thu","Dec","2014","cr","pl","sab","10''Clough creek/Tebidaba p/l at Azuzuama-9","4.6777778","5.9040278","Southern-Ijaw","BY","sw","12","5"
"3457","NAOC","2014-12-26","Fri","Dec","2014","cr","pl","sab","10'' Clough Creek/ Tebidaba pipeline at Azuzuama","4.6781389","5.90375","Southern-Ijaw","BY","sw","12","6"
"3458","NAOC","2014-12-26","Fri","Dec","2014","cr","pl","sab","10''CLOUGH CREEK/TEB. P/L AT AZUZUAMA-10","4.6781389","5.90375","Southern-Ijaw","BY","sw","12","6"
"3459","NAOC","2014-12-27","Sat","Dec","2014","cr","pl","sab","18"" Tebidaba/Brass pipeline at Baberegbene","4.5199444","6.0200556","Southern-Ijaw","BY","sw","12","7"
"3460","NPDC","2014-12-28","Sun","Dec","2014","cr","pl","sab","28"" TRANS - FORCADOS PIPELINE @ OFUOGBENE AND YEYE","5.4731111","5.4456944","Burutu","DE","sw","12","1"
"3461","NAOC","2014-12-28","Sun","Dec","2014","cr","fl","sab","Obiafu 31S flowline close to Orashi river in Obrikom","5.4489444","6.6703333","Ogba/Egbema/Ndoni","RI","la","12","1"
"3462","NAOC","2014-12-28","Sun","Dec","2014","cr","fl","sab","Ebocha 6L $ S Flowline close to Orashi River Bank,Obrikom","5.449","6.6703333","Ogba/Egbema/Ndoni","RI","la","12","1"
"3463","NAOC","2014-12-28","Sun","Dec","2014","cr","fl","sab","OBIAFU 31s FLOWLINE AFTER EBOCHA 13 LOCATION JUNCTION, OBRIKOM, ONELGA LGA, RIVERS STATE.","5.4480556","6.6356667","Ogba/Egbema/Ndoni","RI","la","12","1"
"3464","NAOC","2014-12-28","Sun","Dec","2014","ga","fl","sab","4"" Umoru Gas Lift line @ Omoku","5.4303889","6.5419722","Ogba/Egbema/Ndoni","RI","la","12","1"
"3465","NAOC","2014-12-28","Sun","Dec","2014"," ","other:","sab","8"" OB/OB INDORAMA GAS PIPELINE @ CHOKOCHO IGBO, RIVERS STATE","4.9685556","7.0482778","Ogba/Egbema/Ndoni","RI"," ","12","1"
"3466","NAOC","2014-12-28","Sun","Dec","2014","ga","fl","sab","4'' Umoru gas lift line @Omoku","5.4304167","6.5419722","Ogba/Egbema/Ndoni","RI","la","12","1"
"3467","PPMC","2014-12-29","Mon","Dec","2014","cr","pl","sab","EKRODA ALONG SYSTEM 2C PIPELINE ROW.","5.8544167","5.8749722","Ethiope-West","DE","la","12","2"
"3468","NPDC","2014-12-29","Mon","Dec","2014","cr","pl","sab","NPDC 6"" OZIENGBE / OREDO EXPORT PIPELINE","6.0945278","5.5345833","Ikpoba-Okha","DE","la","12","2"
"3469","NAOC","2014-12-30","Tue","Dec","2014","ga","mf","sab","UMUORU MINI MANIFOLD OBIAFU FIELD OMOKU ONELGA LGA RIVERS STATE","5.4089444","6.4935833","Ogba/Egbema/Ndoni","RI","la","12","3"
"3470","NAOC","2014-12-30","Tue","Dec","2014","cr","pl","sab","10'' CLOUGH CREEK/TEB. P/L AT GBARUAN (45)","4.7495278","5.8225833","Southern-Ijaw","BY","sw","12","3"
"3471","NAOC","2014-12-30","Tue","Dec","2014","cr","pl","sab","10''CLOUGH CREEK/TEB. P/L AT GBARUAN -45","4.7495278","5.8225833","Southern-Ijaw","BY","sw","12","3"
"3472","SPDC","2014-12-31","Wed","Dec","2014","cr","fl","sab","14s flowline Santa Barbara at Nembe","4.5452778","6.4987778","Brass","BY","sw","12","4"
"3473","NAOC","2014-12-31","Wed","Dec","2014","cr","pl","sab","10'' Clough Creek/Tebidaba pipeline at Gbaraun","4.7905","5.7573333","Southern-Ijaw","BY","sw","12","4"
"3474","NAOC","2014-12-31","Wed","Dec","2014","cr","pl","sab","10'' CLOUGH CREEK/TEB. P/L AT GBARUAN-46","4.7905","5.7573333","Southern-Ijaw","BY","sw","12","4"
"3475","NAOC","2015-01-03","Sat","Jan","2015"," ","wh","sab","OSHIE 1Ss WELLHEAD AT THE WELLHEAD LOCATION AT OSHIE","5.0951944","6.4983889","Ahoada-West","RI"," ","1","7"
"3476","NPDC","2015-01-03","Sat","Jan","2015","cr","Trunkline","sab","24'' UPS RAPELE TRUNKLINE @ EGBOKODO - ITSEKIRI.","5.5774167","5.6824167","Warri-South","DE","sw","1","7"
"3477","NPDC","2015-01-04","Sun","Jan","2015","cr","pl","sab","24'' UPS RAPELE TRUNKLINE @ EFFURUN.","5.5741389","5.7889167","Uvwie","DE","la","1","1"
"3478","NPDC","2015-01-05","Mon","Jan","2015","cr","pl","sab","16'' EXPORT PIPELINE AT OLOMORO COMMUNITY.","5.4424722","6.1718056","Isoko-South","DE","la","1","2"
"3479","NAOC","2015-01-06","Tue","Jan","2015"," ","wh","sab","Idu 14Ls Wellhead @ Wellhead Loc.","5.2611389","6.5634444","Ogba/Egbema/Ndoni","BY","la","1","3"
"3480","NPDC","2015-01-10","Sat","Jan","2015"," ","pl","sab","OREDO/OZEINGBE EXPORT PIPELINE @ KM 10.","6.0930556","5.5261111","Ikpoba-Okha","ED","la","1","7"
"3481","NAOC","2015-01-10","Sat","Jan","2015","cr","pl","sab","18"" TEBIDABA/BRASS PIPELINE AT OYEREGBENE 1","4.5069444","6.0493333","Southern-Ijaw","BY","sw","1","7"
"3482","NAOC","2015-01-13","Tue","Jan","2015"," ","pl","sab","10"" CLOUGH CREEK - TEBIDABA PIPELINE @ GBARAUN","4.7715","5.7931389","Southern-Ijaw","BY"," ","1","3"
"3483","NAOC","2015-01-13","Tue","Jan","2015","no","pl","sab","10"" CLOUGH CREEK - TEBIDABA PIPELINE @ GBARAUN","4.7715","5.7931389","Southern-Ijaw","BY"," ","1","3"
"3484","NAOC","2015-01-13","Tue","Jan","2015","cr","pl","sab","Taylor creek 1TGB","5.14075","6.4473889","Yenagoa","BY","sw","1","3"
"3485","NAOC","2015-01-13","Tue","Jan","2015","cr","pl","sab","10"" CLOGH CREEEK/ TEBIDABA P/L @ GBARAUN, BAYELSA STATE.","4.7701667","5.7931389"," ","BY","sw","1","3"
"3486","NAOC","2015-01-13","Tue","Jan","2015"," ","pl","sab","10 Clough Creek/Tebidaba Pipeline T Gbaraun, Bayelsa State.","4.7701667","5.7931389"," ","BY","sw","1","3"
"3487","NAOC","2015-01-14","Wed","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN","4.7489167","5.8236111","Southern-Ijaw","BY","sw","1","4"
"3488","NAOC","2015-01-15","Thu","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN","4.7902778","5.7565556","Southern-Ijaw","BY","sw","1","5"
"3489","NAOC","2015-01-15","Thu","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN","4.7902778","5.7565556"," ","BY"," ","1","5"
"3490","CHEVRON","2015-01-17","Sat","Jan","2015","cr","pl","sab","IDAMA 8"" DELIVERING PIPELINE RIGHT OF WAY (ROW)","4.5644167","6.7803611","Akuku-Toru","RI","sw","1","7"
"3491","NAOC","2015-01-17","Sat","Jan","2015","cr","pl","sab","18"" TEBIDABA/BRASS PIPELINE AT BABEREGBENE","4.5199722","6.0200278","Southern-Ijaw","BY","sw","1","7"
"3492","NAOC","2015-01-17","Sat","Jan","2015","cr","pl","sab","18"" Tebidaba/Brass Pipeline at Babaragbene, Bayelsa State.","4.5199722","6.0200278"," ","BY","sw","1","7"
"3493","SPDC","2015-01-18","Sun","Jan","2015","cr","pl","sab","30""NCTL@Opomakiri","4.5748056","7.0287222","Degema","RI","iw","1","1"
"3494","NAOC","2015-01-18","Sun","Jan","2015"," ","pl","sab","18'' TEB/BRASS P/LINE AT BABEREGBENE","4.5119722","6.0327778","Southern-Ijaw","BY","sw","1","1"
"3495","NPDC","2015-01-18","Sun","Jan","2015","cr","pl","sab","NPDC 28'' TRANSFORCADOS PIPELINE OTEGHELE.","5.5683611","5.6264167","Warri-South-West","DE","sw","1","1"
"3496","SPDC","2015-01-19","Mon","Jan","2015","cr","pl","sab","12"" ESTUARY LP DELIVERY LINE @ SOUTH BANK","5.3637222","5.3251944","Burutu","DE","la","1","2"
"3497","NAOC","2015-01-20","Tue","Jan","2015"," ","fl","sab","TAYLOR CREEK,2Ss FLOWLINE AT AKARAOLU 300 METRES BEHIND OSHIE FLOWSTATION","5.0999444","6.4991111","Ahoada-West","RI","la","1","3"
"3498","NAOC","2015-01-20","Tue","Jan","2015"," ","pl","sab","18"" TEBIDABA/BRASS PIPELINE AT ABALAKIRI","4.4433611","6.1703333","Nembe","BY","sw","1","3"
"3499","NAOC","2015-01-20","Tue","Jan","2015"," ","pl","sab","18'' Teb/Brass P/line at Benikrukru","4.5348889","5.8873056","Southern-Ijaw","BY","sw","1","3"
"3500","NAOC","2015-01-20","Tue","Jan","2015"," ","pl","sab","18'' Teb/Brass P/line at Igbematoru","4.5316944","5.9966667","Southern-Ijaw","BY","sw","1","3"
"3501","NAOC","2015-01-21","Wed","Jan","2015","ga","fl","sab","OSHIE 1LS FLOWLINE AT THE WELLHEAD LOCATION, ENITO COMMUNITY.","5.0942222","6.4991944","Ahoada-West","RI","la","1","4"
"3502","NAOC","2015-01-21","Wed","Jan","2015"," ","fl","sab","OSHIE 1LS FLOWLINE AT THE WELLHEAD LOCATION","5.0943056","6.4994167","Ahoada-West","RI","la","1","4"
"3503","NAOC","2015-01-21","Wed","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE AT AZAGBENE","4.8150278","5.7226944","Ekeremor","BY","sw","1","4"
"3504","NAOC","2015-01-21","Wed","Jan","2015"," ","pl","sab","10"" CLOGH CREEK/PIPELINE @ AZUZUAMA, BAYELSA STATE.","4.6820833","5.8999167","Southern-Ijaw","BY","sw","1","4"
"3505","CHEVRON","2015-01-22","Thu","Jan","2015","cr","pl","sab","Idama 8 Inches delivering pipeline","4.5741944","6.7868889","Akuku-Toru","RI","sw","1","5"
"3506","NAOC","2015-01-22","Thu","Jan","2015"," ","pl","sab","18'' Teb/Brass P/line at oyeregbene","4.5016389","6.064","Southern-Ijaw","BY","sw","1","5"
"3507","NAOC","2015-01-23","Fri","Jan","2015"," ","pl","sab","18'' Teb/Brass P/line at Baberegbene","4.5177222","6.0236944","Southern-Ijaw","BY","sw","1","6"
"3508","NAOC","2015-01-23","Fri","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN, BAYELSA STATE","4.7903611","5.7565","Southern-Ijaw","BY","sw","1","6"
"3509","NAOC","2015-01-24","Sat","Jan","2015","cr","pl","sab","18"" TEBIDABA/BRASS PIPELINE AT ABALAKIRI, BAYELSA STATE.","4.46375","6.1634722","Nembe","BY","sw","1","7"
"3510","NAOC","2015-01-24","Sat","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK -TEBIDABA PIPELINE @ GBARAUN","4.7495","5.7894444","Southern-Ijaw","BY","sw","1","7"
"3511","NAOC","2015-01-24","Sat","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN","4.7495","5.7894444","Southern-Ijaw","BY","sw","1","7"
"3512","NAOC","2015-01-24","Sat","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN","4.7495","5.7894444","Southern-Ijaw","BY","sw","1","7"
"3513","NAOC","2015-01-24","Sat","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN","4.7495","5.8227778","Southern-Ijaw","BY","sw","1","7"
"3514","NAOC","2015-01-24","Sat","Jan","2015","cr","pl","sab","10"" CLOUGH CREEK TEBIDABA PIPELINE @ GBARAUN","4.7495","5.7894444","Southern-Ijaw","BY","sw","1","7"
"3515","NAOC","2015-01-25","Sun","Jan","2015","cr","fl","sab","Oshie 2ls flow line along oshie community access road, oshie Ahoada west.","5.1002778","6.4949167","Ahoada-West","RI","la","1","1"
"3516","SPDC","2015-01-25","Sun","Jan","2015","cr","wh","sab","CAWTHORNE CHANNEL 1 WELL 9. CAPTAINKIRI.","4.4632778","6.2910833","Nembe","BY","iw","1","1"
"3517","NAOC","2015-01-26","Mon","Jan","2015","ga","fl","sab","OBIAFU 19LS and Ss FLOWLINE CLOSE TO RIVER CROSSIANT BEHIND THE LOCATION, RIVERS STATE","5.4376667","6.6112222","Ogba/Egbema/Ndoni","RI","la","1","2"
"3518","NAOC","2015-01-26","Mon","Jan","2015","cr","pl","sab","18'' Tebidaba/Brass Pipeline at Mbikiba.","4.4744444","6.1099167","Southern-Ijaw","BY"," ","1","2"
"3519","SPDC","2015-01-26","Mon","Jan","2015"," ","pl","sab","20"" OTUMARA - ESCRAVOS PIPELINE @ OGIDIGBEN","5.5549167","5.2012222","Warri-South-West","DE","ss","1","2"
"3520","SPDC","2015-01-29","Thu","Jan","2015","cr","pl","sab","28'' TRANS NIGER PIPELINE @ BODO WEST, RIVERS STATE","4.5729444","7.2538056","Bonny","RI","sw","1","5"
"3521","SPDC","2015-01-29","Thu","Jan","2015","cr","wh","sab","Nembe 3 Well 33","4.4632778","6.2910833","Nembe","BY","sw","1","5"
"3522","NAOC","2015-01-29","Thu","Jan","2015"," ","pl","sab","18'' Teb/ Brass P/line at Oyeregbene (3)","4.5069167","6.0504444","Southern-Ijaw","BY","sw","1","5"
"3523","NAOC","2015-01-29","Thu","Jan","2015"," ","pl","sab","18'' Teb/Brass P/line at Oyeregbene(4).","4.5068892","6.0493611","Southern-Ijaw","BY","sw","1","5"
"3524","NAOC","2015-01-29","Thu","Jan","2015","cr","pl","sab","10"" Clough Creek/Tebidaba Pipeline at Azuzuama","4.6808056","5.9011389","Southern-Ijaw","BY","sw","1","5"
"3525","NAOC","2015-01-29","Thu","Jan","2015","cr","fl","sab","8"" PIRIGBENE/OBAMA F/L @EPEBU, BAYELSA STATE.","4.6286389","6.2235"," ","BY","sw","1","5"
"3526","NAOC","2015-01-30","Fri","Jan","2015","cr","pl","sab","10” Clough Creek/ Tebidaba pipeline at Gbaraun 6, Bayelsa State.","4.7908889","5.7558889","Southern-Ijaw","BY","sw","1","6"
"3527","SPDC","2015-01-30","Fri","Jan","2015","cr","pl","sab","20"" OTUMARA - ESCRAVOS PIPELINE @ UGBEGUNGUN","5.6127222","5.1747222","Warri-South-West","DE","sw","1","6"
"3528","NAOC","2015-01-31","Sat","Jan","2015"," ","wh","sab","OSHIE 15Ss WELL HEAD AT AKINIMA.","5.0938056","6.4604722","Ahoada-West","RI"," ","1","7"
"3529","NAOC","2015-02-01","Sun","Feb","2015","ga","fl","sab","OSHIE FLOW LINE AT AKINIMA","5.0896667","6.4630833","Ahoada-West","RI","la","2","1"
"3530","NAOC","2015-02-01","Sun","Feb","2015","cr","pl","sab","10” Clough Creek/ Tebidaba pipeline at Gbaraun 7","4.7494722","5.8228056","Southern-Ijaw","BY","sw","2","1"
"3531","NAOC","2015-02-01","Sun","Feb","2015","cr","pl","sab","10"" CREEK/ TEBIDABA P/L @ GBARAUN. BAYELSA STATE.","4.7494722","5.8228056"," ","BY","sw","2","1"
"3532","NAOC","2015-02-02","Mon","Feb","2015","cr","pl","sab","18""TEBIDABA/BRASS PIPELINE AT BABERAGBENE BAYELSA STATE","4.5119722","6.0327778","Southern-Ijaw","BY","sw","2","2"
"3533","NAOC","2015-02-02","Mon","Feb","2015","cr","pl","sab","18"" TEBIDABA/BRASS P/L @ BABEREGBENE, BAYELSA STATE.","4.5119722","6.0327778"," ","BY","sw","2","2"
"3534","NAOC","2015-02-03","Tue","Feb","2015","cr","fl","sab","8"" PIRIGBENE/OBAMA FLOWLINE AT EPEBU 1","4.6286389","6.2235","Nembe","BY"," ","2","3"
"3535","NAOC","2015-02-03","Tue","Feb","2015","cr","fl","sab","8 pirigbene/obama flowline at epebu 1","4.6286389","6.2235","Nembe","BY","ss","2","3"
"3536","NAOC","2015-02-03","Tue","Feb","2015","cr","pl","sab","18""TEBIDABA/BRASS PIPELINE AT BABERABGENE","4.5164722","6.0256667","Southern-Ijaw","BY","sw","2","3"
"3537","SPDC","2015-02-04","Wed","Feb","2015"," ","pl","sab","Nkpoku-Bomu 28"" Pipeline at Akpajo","4.834","7.0879167","Eleme","RI","la","2","4"
"3538","NAOC","2015-02-04","Wed","Feb","2015","cr","fl","sab","8""/6"" PIROGBENE AT EPEBU (3A)","4.7368056","6.2180833","Ogbia","BY","ss","2","4"
"3539","NAOC","2015-02-04","Wed","Feb","2015","cr","fl","sab","8""/6"" PIRIGBENE/OBAMA FLOW LINE AT EPEBU (B)","4.6285278","6.218","Ogbia","BY"," ","2","4"
"3540","NAOC","2015-02-04","Wed","Feb","2015","cr","fl","sab","6' PIRIGBENE/OBAMA FLOWLINE AT EPEBU (2)","4.6285833","6.2210833","Ogbia","BY","ss","2","4"
"3541","NAOC","2015-02-04","Wed","Feb","2015","cr","pl","sab","18""TEBIDABA/BRASS PIPELINE AT LAGOSGBENE","4.7475183","5.7595825","Southern-Ijaw","BY","sw","2","4"
"3542","SPDC","2015-02-04","Wed","Feb","2015","cr","wh","sab","SANTA BABARA WELL 12T WELLEAD,NEMBE LA BAYELSA STATE.","4.5500833","6.5326389"," ","BY"," ","2","4"
"3543","NAOC","2015-02-05","Thu","Feb","2015","cr","pl","sab","18"" TEBIDABA/BRASS PIPELINE OYEREGBENE","4.5016389","6.064","Southern-Ijaw","BY","sw","2","5"
"3544","NPDC","2015-02-05","Thu","Feb","2015","cr","pl","sab","28'' TRANSFORCADOS PIPELINE @ DEBIRI BATAN POINT B.","5.5638889","5.5945278","Warri-South-West","DE","sw","2","5"
"3545","NPDC","2015-02-05","Thu","Feb","2015","cr","pl","sab","28'' TRANSFORCADOS PIPELINE @ EKEREMO.","5.4736667","5.44475","Warri-South-West","DE","sw","2","5"
"3546","NPDC","2015-02-05","Thu","Feb","2015","cr","pl","sab","28'' TRANSFORCADOS PIPELINE @ DIEBIRI BATAN POINT A.","5.5635833","5.5923056","Warri-South-West","DE","sw","2","5"
"3547","NPDC","2015-02-06","Fri","Feb","2015"," ","pl","sab","NPDC OZIENGBE/ OREDO EXPORT PIPELINE BETWEEN KM 11 AND 12.","6.0946111","5.5291111","Ikpoba-Okha","ED","sw","2","6"
"3548","NAOC","2015-02-07","Sat","Feb","2015"," ","pl","sab","10"" KWALE - AKRI OIL DELIVERY PIPELINE @ AGWE - ETITI","5.6410833","6.6166667","Ndokwa-East","DE","la","2","7"
"3549","NAOC","2015-02-08","Sun","Feb","2015","cr","pl","sab","18""TEBIDABA/BRASS PIPELINE AT IGBEMATORU","4.5312222","5.9973056","Southern-Ijaw","BY","sw","2","1"
"3550","NAOC","2015-02-09","Mon","Feb","2015","cr","pl","sab","18""TEBIDABA/BRASS PIPELINE AT OYEREGBENE","4.4919167","6.0848611","Brass","BY","sw","2","2"
"3551","NAOC","2015-02-09","Mon","Feb","2015"," ","pl","sab","18"" Tebidaba/Brass Pipeline at Overegbene, Bayelsa State.","4.4919167","6.0848611"," ","BY","sw","2","2"
"3552","NAOC","2015-02-10","Tue","Feb","2015","cr","pl","sab","10"" Clough Creek/Tebidaba PL @ Gbaraun","4.7908611","5.756","Southern-Ijaw","BY","sw","2","3"
"3553","NAOC","2015-02-10","Tue","Feb","2015","cr","pl","sab","18""TEBIDABA BRASS PIPELINE AT BABERAGBENE","4.5176944","6.0236389","Southern-Ijaw","BY","sw","2","3"
"3554","SPDC","2015-02-10","Tue","Feb","2015","cr","pl","sab","Nkpoku-Bomu 28"" pipeline at kporghor/Gbam","4.7214722","7.2240833","Tai","RI","iw","2","3"
"3555","NAOC","2015-02-10","Tue","Feb","2015"," ","pl","sab","10"" clough creek/Tebidaba p/l @ Gbaraun.","4.7908611","5.756"," ","RI","sw","2","3"
"3556","NAOC","2015-02-11","Wed","Feb","2015","ga","wh","sab","Idu 4 TBG well head @ idu, onelga river state","5.2480556","6.5731944","Ogba/Egbema/Ndoni","RI","la","2","4"
"3557","NAOC","2015-02-11","Wed","Feb","2015","cr","fl","sab","Idu 6Ss flowline @ Idu onelga, River state","5.2607778","6.5662778","Ogba/Egbema/Ndoni","RI","la","2","4"
"3558","NAOC","2015-02-11","Wed","Feb","2015","cr","pl","sab","10"" Clough Creek/Tebidaba PL @ Gbaraun","4.7495278","5.8243611","Southern-Ijaw","BY","sw","2","4"
"3559","NAOC","2015-02-11","Wed","Feb","2015"," ","pl","sab","10"" CLOUGH CREEK/ TEBIDABA P/L @ GBARAUN, BAYELSA STATE.","4.7495278","5.8226389","Southern-Ijaw","BY","sw","2","4"
"3560","NAOC","2015-02-11","Wed","Feb","2015","cr","pl","sab","18""TEBIDABA BRASS PIPELINE AT LASUKEGBENE","4.5066389","6.0504444","Southern-Ijaw","BY","sw","2","4"
"3561","SPDC","2015-02-11","Wed","Feb","2015","cr","pl","sab","36’’ NKPOKU-BOMU PIPELINE, ENEKA IN OBIO AKPO LGA, RIVERS STATE","4.9198056","7.0335278"," ","RI"," ","2","4"
"3562","NAOC","2015-02-14","Sat","Feb","2015","cr","fl","sab","4"" KW 8LS - FLOWLINE @ BENEKU","5.6609444","6.5023056","Ndokwa-East","DE","la","2","7"
"3563","NAOC","2015-02-14","Sat","Feb","2015"," ","mf","sab","Idu manifold Idu Onelga","5.2429722","6.6017778","Ogba/Egbema/Ndoni","RI","la","2","7"
"3564","NAOC","2015-02-15","Sun","Feb","2015","cr","fl","sab","KWALE II SHORT STRING @ BENEKU","5.6644444","6.50425","Ndokwa-East","DE","ss","2","1"
"3565","NAOC","2015-02-15","Sun","Feb","2015"," ","fl","sab","6"" Umuoru delivery line along utuechi - obiafu comm. road utuechi onelga , River state","5.3945833","6.5153889","Ogba/Egbema/Ndoni","RI","la","2","1"
"3566","NAOC","2015-02-15","Sun","Feb","2015","cr","pl","sab","10"" Clough Creek/Tebidaba PL @ Gbaraun","4.7908889","5.7559444","Southern-Ijaw","BY","sw","2","1"
"3567","NAOC","2015-02-15","Sun","Feb","2015","cr","pl","sab","18'' TEBIDABA /BRASS PIPELINE AT IGBEMATORU","4.5316389","5.9965","Southern-Ijaw","BY","sw","2","1"
"3568","NAOC","2015-02-16","Mon","Feb","2015","cr","pl","sab","10"" Clough Creek/Tebidaba PL @ Gbaraun","4.7908056","5.7561111","Southern-Ijaw","BY","sw","2","2"
"3569","SPDC","2015-02-17","Tue","Feb","2015"," ","pl","sab","24"" NKPOKU-BOMU PIPELINE","4.7164722","7.2808611","Obio/Akpor","RI","la","2","3"
"3570","SPDC","2015-02-17","Tue","Feb","2015","cr","pl","sab","28 BOMU-BONNY TRANS PIPELINE AT BODOWEST,BONNY LGA,RIVERS STATE.","4.5280833","7.2548889"," ","RI"," ","2","3"
"3571","SPDC","2015-02-18","Wed","Feb","2015","cr","pl","sab","8"" umuechem-nkpoku omunei etche.","4.9828889","7.0239167","Etche","RI","la","2","4"
"3572","SPDC","2015-02-19","Thu","Feb","2015","cr","pl","sab","28"" Nkpoku-Bomu Pipeline @ B. Dere","4.69025","7.2549444","Gokana","RI","la,iw","2","5"
"3573","NAOC","2015-02-19","Thu","Feb","2015","cr","pl","sab","10"" Clough Creek/Tebidaba PL @ Gbaraun","4.7496389","5.8225556","Southern-Ijaw","BY","sw","2","5"
"3574","SPDC","2015-02-19","Thu","Feb","2015","cr","pl","sab","28'' BOMU-BONNY TRANS PIPELINE AT OWOKIRI,BONNYLGA,RIVERS STATE.","4.5638889","7.2517778"," ","BY"," ","2","5"
"3575","SPDC","2015-02-20","Fri","Feb","2015","cr","wh","sab","BELEMA WELL 10 L/S WELL HEAD","4.3900278","6.63825","Akuku-Toru","RI","ss","2","6"
"3576","SPDC","2015-02-20","Fri","Feb","2015","cr","pl","sab","28"" TNP@Anyaminima, Oloma, Bonny","4.4620278","7.1861944","Bonny","RI","sw","2","6"
"3577","SPDC","2015-02-20","Fri","Feb","2015"," ","pl","sab","8""UMUECHEM - NKPOKU PIPELINE @UMUNWEI .","4.98375","7.0238056","Etche","RI","la","2","6"
"3578","SPDC","2015-02-20","Fri","Feb","2015","cr","fl","sab","W 59T ROW IMO RIVERS FIELD FLOW LINE","4.9904722","7.1988056","Omumma","AB","la","2","6"
"3579","SPDC","2015-02-21","Sat","Feb","2015"," ","pl","sab","6"" OBIGBO-NORTH, OGALE PIPELINE, KOMKOM, RIVERS STATE","4.8423333","7.1568611","Eleme","RI"," ","2","7"
"3580","SPDC","2015-02-21","Sat","Feb","2015","cr","fl","sab","8’’ ASSA-RUMUEKPE BULKLINE","5.036403","6.70151","EMOHUA","RI","la","2","7"
"3581","NAOC","2015-02-21","Sat","Feb","2015"," ","pl","sab","14'' OGBOINBIRI/TEBIDABA PIPELINE AT IKEIGHENBIRI","4.7053889","5.9684722","Southern-Ijaw","BY","sw","2","7"
"3582","POOCN","2015-02-22","Sun","Feb","2015","cr","exportline","sab","OVADE / OGHAREFE - AMUKPE 10"" EXPORT LINE @ OVADE.","6.0286111","5.7130556","Ethiope-West","DE","la","2","1"
"3583","POOCN","2015-02-22","Sun","Feb","2015"," ","Export line","sab","OVADE / OGHAREFE - AMUKPE 10'' EXPORT LINE, OVADE.","6.0286111","5.7001306","Ethiope-West","DE","la","2","1"
"3584","SPDC","2015-02-23","Mon","Feb","2015","cr","pl","sab","24 Nembe Creek Pipeline @ Adamakiri","4.5334639","7.0840556","Bonny","RI","sw","2","2"
"3585","SPDC","2015-02-23","Mon","Feb","2015"," ","pl","sab","8""CAWTHORNE CHANNEL 2 PIPELINE","4.5506389","7.0001389","Degema","RI","sw","2","2"
"3586","NAOC","2015-02-24","Tue","Feb","2015","no","pl","sab","18’’ TEBIDABA/ BRASS PIPELINE AT LAGOS GBENE","4.475","6.1301389","Brass","BY","sw","2","3"
"3587","NAOC","2015-02-24","Tue","Feb","2015","cr","fl","sab","EBOCHA 16T, 19Ss & 19Ls FLOWLINE AFTER EBOCHA 3 LOCATION OBRIKOM","5.4470278","6.6584444","Ogba/Egbema/Ndoni","RI","la","2","3"
"3588","SPDC","2015-02-25","Wed","Feb","2015","no","pl","sab","30''Sanbarth Cawthorne Channel(NCTL) Pipeline@Krakrama Bille","4.5675","6.8736111","Degema","RI"," ","2","4"
"3589","NAOC","2015-02-25","Wed","Feb","2015","cr","fl","sab","EBOCHA 5T FLOWLINE AFTER EBOCHA 3 LOCATION OBRIKOM.","5.4470278","6.6584444","Ogba/Egbema/Ndoni","RI","la","2","4"
"3590","NAOC","2015-02-25","Wed","Feb","2015"," ","pl","sab","10'' OB/OB DELIVERY LINE OPP EBOCHA 8T LOCATION, OBRIKOM COMMUNITY ONELGA RIVERS STATE.","5.4451111","6.6666667","Ogba/Egbema/Ndoni","RI","la","2","4"
"3591","NAOC","2015-02-25","Wed","Feb","2015","cr","pl","sab","18"" Tebidaba/Braass pipeline at Baberegbene, Bayelsa State","4.5165833","6.0254167","Southern-Ijaw","BY","sw","2","4"
"3592","NAOC","2015-02-26","Thu","Feb","2015","cr","pl","sab","18’’ TEBIDABA/ BRASS PIPELINE AT ELEPA","4.4637222","6.1635","Nembe","BY","sw","2","5"
