"ID","Company","Incident_date","Days_of_the_Wk","Months_of_the_Yr","Years","Contaminant","Type_of_fa","Cause","Site_locat","Latitude","Longitude","LGA","States_affected","Spill_area","MoY","DoW"
"151","NAOC","2010-05-22","Sat","May","2010","cr"," ","sab","4"" OSHIE 7T FLOWLINE","5.1010278","6.501","Ahoada West","RI","la","5","7"
"152","SPDC","2010-05-24","Mon","May","2010","cr"," ","sab","20"" KOLO CRK-RUMUEKPE T/L AT OGBOGOLO","4.946944","6.554972","Ahoada East","RI","la","5","2"
"153","SPDC","2010-05-24","Mon","May","2010","cr"," ","sab","20"" KOLO CRK-RUMUEKPE T/L AT OGBOGOLO","4.946778","6.555278","Ahoada East","RI","la","5","2"
"154","SPDC","2010-05-24","Mon","May","2010","cr"," ","sab","28"" BOMU/BONNY T/L AT BODO","4.594722","7.257528","Bonny","RI","sw","5","2"
"155","SPDC","2010-05-24","Mon","May","2010","cr"," ","sab","28"" BOMU/BONNY T/L AT BODO","4.593972","7.257417","Bonny","RI","sw","5","2"
"156","SPDC","2010-05-24","Mon","May","2010","cr"," ","sab","KOLO CRK W21T","4.888417","6.376611","Ogbia","BY","la","5","2"
"157","NAOC","2010-05-25","Tue","May","2010","cr"," ","sab","TAYLOR CREEK 1T FLOWLINE @ ORASHIE","5.1036944","6.4840556","Ahoada West","RI","la","5","3"
"158","NAOC","2010-05-25","Tue","May","2010","cr"," ","sab","OSHIE 4L FLOWLINE @ AKARAOLU","5.1013889","6.5089722","Ahoada West","RI","la","5","3"
"159","NAOC","2010-05-26","Wed","May","2010"," "," ","sab","OBIAFU 3S FLOLWILNE","5.4113333","6.6245833","Ogba/Egbema/Ndoni","RI","la","5","4"
"160","NAOC","2010-05-26","Wed","May","2010"," "," ","sab","OBIAFU 16S FLOWLINE","5.4113333","6.62375","Ogba/Egbema/Ndoni","RI","la","5","4"
"161","NAOC","2010-05-26","Wed","May","2010","cr"," ","sab","OBUIAFU 3S FLOWLINE","5.4045","6.6213056","Ogba/Egbema/Ndoni","RI","la","5","4"
"162","NAOC","2010-05-26","Wed","May","2010","cr"," ","sab","OBIAFU 16S FLOWLINE","5.4031389","6.6228056","Ogba/Egbema/Ndoni","RI","la","5","4"
"163","SPDC","2010-05-27","Thu","May","2010","cr"," ","sab","20"" KOLO CRK-RUMUEKPE T/L AT OGBOGOLO","4.946889","6.554806","Ahoada East","RI","la","5","5"
"164","NAOC","2010-05-30","Sun","May","2010","cr"," ","sab","OBIAFU 37S","5.3918333","6.6558056","Ogba/Egbema/Ndoni","RI","la","5","1"
"165","NAOC","2010-05-30","Sun","May","2010","gs"," ","sab","OBIAFU 34T FLOWLINE","5.3918333","6.6558056","Ogba/Egbema/Ndoni","RI","la","5","1"
"166","NAOC","2010-05-30","Sun","May","2010","gs"," ","sab","OBIAFU 37L/S","5.3918333","6.6558056","Ogba/Egbema/Ndoni","RI","la","5","1"
"167","NAOC","2010-06-05","Sat","Jun","2010","cr"," ","sab","OBIAFU 37 FLOWLINE ALONG OBRIKOM","5.4490556","6.6801944","Ogba/Egbema/Ndoni","RI","la","6","7"
"168","NAOC","2010-06-06","Sun","Jun","2010","CON"," ","sab","TAYLOR CREEK 1TBG AT OSHIE","0","0","AHOADA WEST","RI","la","6","1"
"169","NAOC","2010-06-06","Sun","Jun","2010","cr"," ","sab","OBIAFU 34 FLOWLINE AFTER IDIA CREEK","5.4549167","6.6908333","Ogba/Egbema/Ndoni","RI","la","6","1"
"170","NAOC","2010-06-06","Sun","Jun","2010","cr"," ","sab","EBOCHA 13 ALOLNG EOC/OLD EBO","5.4549167","6.6908333","Ogba/Egbema/Ndoni","RI","la","6","1"
"171","NAOC","2010-06-06","Sun","Jun","2010","gs"," ","sab","EBOCHA 20T ALONG EBO FIELD","5.44825","6.6731944","Ogba/Egbema/Ndoni","RI","la","6","1"
"172","NAOC","2010-06-06","Sun","Jun","2010","gs"," ","sab","EBEGORO 6L GAS LINE AT OMOKU","5.3610833","6.6517222","Ogba/Egbema/Ndoni","RI","la","6","1"
"173","SPDC","2010-06-10","Thu","Jun","2010","cr"," ","sab","AGBADA 1 WELL 50 OMUCHI-ALOOR","4.937944","6.998444","Ikwerre","RI","la","6","5"
"174","SPDC","2010-06-11","Fri","Jun","2010","cr"," ","sab","KOLO CRK W21T F/L","4.892278","6.388167","Ogbia","BY","la","6","6"
"175","SPDC","2010-06-11","Fri","Jun","2010","cr"," ","sab","KOLO CRK W25T F/L","4.864889","6.375167","Ogbia","BY","la","6","6"
"176","SPDC","2010-06-13","Sun","Jun","2010","cr"," ","sab","14"" OKORDIA-RUMUEKPE T/L AT IKARAMA","5.1353611","6.4690278"," ","RI","la","6","1"
"177","SPDC","2010-06-13","Sun","Jun","2010","cr"," ","sab","WELL 10S ADIBAWA F/L AT ADIBAWA","5.204306","6.517222"," ","RI","la","6","1"
"178","NAOC","2010-06-15","Tue","Jun","2010","cr"," ","sab","10"" CLOUGH CRK/TEBIDABA P/L AT AZUZUAMA","4.68232","5.89962","Southern Ijaw","BY","sw","6","3"
"179","SPDC","2010-06-18","Fri","Jun","2010","cr"," ","sab","8"" DELIVERY LINE AT NKALI ODAGWA","4.986389","7.157083","Etche","RI","la","6","6"
"180","SPDC","2010-06-19","Sat","Jun","2010","cr"," ","sab","18"" ASSA-RUMUEKPE T/L AT AWARA","5.2879439","6.7811389","Ogba/Egbema/Ndoni","RI","la","6","7"
"181","SPDC","2010-06-19","Sat","Jun","2010","cr"," ","sab","16"" ASAA T/L AT OBILE","5.404139","6.786083","Ohaji/Egbema","RI","la","6","7"
"182","NAOC","2010-06-20","Sun","Jun","2010","cr"," ","sab","24"" OGODA/BRASS AT OBODHI","4.9664722","6.5135833","Ahoada West","RI","la","6","1"
"183","NAOC","2010-06-20","Sun","Jun","2010","cr"," ","sab","24"" OGODA BRASS PIPELINE AT OZOCHI","4.96525","6.5108056","Ahoada West","RI","la","6","1"
"184","SPDC","2010-06-24","Thu","Jun","2010","cr"," ","sab","28"" RUKPOKU-BOMU BONNY TNP AT B.DERE","4.697667","7.248972","Gokana","RI","la","6","5"
"185","NAOC","2010-06-24","Thu","Jun","2010","cr"," ","sab","24"" OGBOINBIRI/OGODA P/L AT OPOROMA 4","4.81573","6.0733","Southern Ijaw","BY","sw","6","5"
"186","SPDC","2010-06-24","Thu","Jun","2010","cr"," ","sab","12"" ADIBAWA-OKORDIA D/L AT IKARAMA","5.167611","6.472917","Yenagoa","BY","la","6","5"
"187","NAOC","2010-06-27","Sun","Jun","2010","cr"," ","sab","TAYLOR CREEK 1T NEAR ORASHI RIVER AT OSHIE COMMUNITY","5.1036111","6.48225","Ahoada West","RI","la","6","1"
"188","NAOC","2010-06-29","Tue","Jun","2010","cr"," ","sab","18"" TEBIDABA/BRASS AT KALATORU","4.5425889","5.9604056","Southern Ijaw","BY","sw","6","3"
"189","NAOC","2010-07-10","Sat","Jul","2010","cr"," ","sab","24"" OGODA/BRASS AT AMUROTO","4.7834417","6.4500528","Abua/Odual","RI","sw","7","7"
"190","SPDC","2010-07-11","Sun","Jul","2010","cr"," ","sab","ADIBAWA W4 &7T AT EDAGBERI","5.201","6.484806","Ahoada-West","RI","la","7","1"
"191","NAOC","2010-07-18","Sun","Jul","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT KAMBORO","4.54558","5.95048","Southern Ijaw","BY","sw","7","1"
"192","NAOC","2010-07-18","Sun","Jul","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT KALATORU","4.54447","5.9544","Southern Ijaw","BY","sw","7","1"
"193","NAOC","2010-07-20","Tue","Jul","2010","cr"," ","sab","AZUZUAMA MANIFOLD","4.6952222","5.9200694","Southern Ijaw","BY","sw","7","3"
"194","NAOC","2010-07-21","Wed","Jul","2010","cr"," ","sab","4"" TAYLOR CREEK 1T F/L AT OSHIE","5.1022222","6.4889444","Ahoada West","RI","la","7","4"
"195","NAOC","2010-07-21","Wed","Jul","2010","CON"," ","sab","4"" TAYLOR CREEK F/L AT IKARAMA","5.1695","6.4428611","Yenagoa","BY","la","7","4"
"196","SPDC","2010-07-24","Sat","Jul","2010","cr"," ","sab","16"" EGBEMA/ASSA AT UMUDEKE","5.415833","6.781083","Ohaji/Egbema","IM","la","7","7"
"197","CHEVRON","2010-07-24","Sat","Jul","2010","cr","pl","sab","Olero-Abiyeye 18'' Trunk pipeline, Warri Southwest L.G.A., Delta State.","5.7696167","5.2034","Warri-South-West","DE","sw","7","7"
"198","NAOC","2010-07-26","Mon","Jul","2010","cr"," ","sab","24"" OGODA/BRASS P/L AT OZOCHI","4.961225","6.5107139","Ahoada West","RI","la","7","2"
"199","SPDC","2010-07-26","Mon","Jul","2010","cr"," ","sab","16 OPUKUSHI SAMPON PIPELINE","4.950833","5.808694","Ekeremor","BY","la","7","2"
"200","NAOC","2010-07-28","Wed","Jul","2010","gs"," ","sab","18"" IDU-OB/OB GAS P/L AT OMOKU","5.3363556","6.6675083","Ogba/Egbema/Ndoni","RI","la","7","4"
"201","NAOC","2010-07-30","Fri","Jul","2010","cr"," ","sab","OKPAI 7 L 4' FLOWLINE","5.5436111","6.0291667","Ughelli-North","DE","sw","7","6"
"202","SPDC","2010-08-01","Sun","Aug","2010","cr"," ","sab","24"" CAWC/BONNY T/L AT ADAMAKIRI","4.501389","7.114194","Bonny","RI","sw","8","1"
"203","SPDC","2010-08-01","Sun","Aug","2010","cr"," ","sab","BONNY OLOMA W10L/S","4.467667","7.189556","Bonny","RI","sw","8","1"
"204","SPDC","2010-08-01","Sun","Aug","2010","cr"," ","sab","24"" CAWC/BONNY T/L AT KALIBIAMA","4.464833","7.153694","Bonny","RI","sw","8","1"
"205","NAOC","2010-08-04","Wed","Aug","2010","cr"," ","sab","OSIAMA 1L & S WELLHEAD AT OSIAMA FIELD","4.752375","6.0296444","Southern Ijaw","BY","sw","8","4"
"206","SPDC","2010-08-05","Thu","Aug","2010","cr"," ","sab","28"" BOMU/BONNY TNP AT PATRICK WATER SIDE","4.595694","7.257667","Bonny","RI","sw","8","5"
"207","SPDC","2010-08-05","Thu","Aug","2010","cr"," ","sab","28"" BOMU/BONNY TNP AT PATRICK WATER SIDE","4.593167","7.257306","Bonny","RI","sw","8","5"
"208","SPDC","2010-08-05","Thu","Aug","2010","cr"," ","sab","28"" BOMU/BONNY TNP AT PATRICK WATER SIDE","4.592167","7.257167","Bonny","RI","sw","8","5"
"209","SPDC","2010-08-05","Thu","Aug","2010","cr"," ","sab","28"" BOMU/BONNY TNP AT PATRICK WATER SIDE","4.591361","7.257056","Bonny","RI","sw","8","5"
"210","SPDC","2010-08-05","Thu","Aug","2010","cr"," ","sab","28"" BOMU/BONNY TNP AT PATRICK WATER SIDE","4.590722","7.256944","Bonny","RI","sw","8","5"
"211","SPDC","2010-08-05","Thu","Aug","2010","cr"," ","sab","28"" BOMU/BONNY TNP AT PATRICK WATER SIDE","4.589056","7.25675","Bonny","RI","sw","8","5"
"212","NAOC","2010-08-05","Thu","Aug","2010","cr"," ","sab","4"" IDU 10S F/L AT IDU","5.2494556","6.5726111","Ogba/Egbema/Ndoni","RI","la","8","5"
"213","SPDC","2010-08-06","Fri","Aug","2010","cr"," ","sab","28"" TNP NEAR OPOBO CHANNEL RISER","4.540417","7.245639","Bonny","RI","sw","8","6"
"214","SPDC","2010-08-08","Sun","Aug","2010","cr"," ","sab","ADIBAWA NE WELL 4 F/L","5.255361","6.523694","Yenagoa","BY","la","8","1"
"215","SPDC","2010-08-09","Mon","Aug","2010"," "," ","sab","S FORCADOS T/L AT BORMADI","5.167111","5.902972","Bomadi","DE","sw","8","2"
"216","SPDC","2010-08-09","Mon","Aug","2010","cr"," ","sab","24"" BONNY/ALAKIRI TNP OJEKIRI","4.61225","7.068389","Bonny","RI","sw","8","2"
"217","CHEVRON","2010-08-09","Mon","Aug","2010","cr","pl","sab"," ","5.7204444","5.2231389"," ","DE"," ","8","2"
"218","SPDC","2010-08-10","Tue","Aug","2010","cr"," ","sab","18"" ASSA-RUMUEKPE T/L AT AWARA","5.356583","6.797111","Ohaji/Egbema","IM","la","8","3"
"219","SPDC","2010-08-11","Wed","Aug","2010","cr"," ","sab","24"" CAWC-BONNY LOOPLINE AT ILOMATORU","4.526556","7.095583","Bonny","RI","sw","8","4"
"220","SPDC","2010-08-11","Wed","Aug","2010","cr"," ","sab","24"" CAWC-BONNY LOOPLINE AT ILOMATORU","4.5265","7.095694","Bonny","RI","sw","8","4"
"221","SPDC","2010-08-11","Wed","Aug","2010","cr"," ","sab","CAWC-BONNY LOOPLINE AT KALIBIAMA","4.484306","7.149806","Bonny","RI","sw","8","4"
"222","CHEVRON","2010-08-11","Wed","Aug","2010","cr","Bulkline","sab","Dibi Junction #27","5.7894444","5.2530556","Warri-South-West","DE","sw","8","4"
"223","NAOC","2010-08-13","Fri","Aug","2010","cr"," ","sab","OKPAI 12'' F/L @ BENEKU","5.6756944","6.5318889","Ndokwa-East","DE","sw","8","6"
"224","SPDC","2010-08-13","Fri","Aug","2010","cr"," ","sab","12"" OGUTA-EGBEMA D/L AT UMORODUGWU","5.660694","6.714472","Oguta","IM","la","8","6"
"225","SPDC","2010-08-15","Sun","Aug","2010","cr"," ","sab","AGBADA2 W47 F/L","4.930306","7.022","Obio/Akpor","RI","la","8","1"
"226","SPDC","2010-08-15","Sun","Aug","2010","cr"," ","sab","AGBADA2 W43 F/L","4.929417","7.024083","Obio/Akpor","RI","la","8","1"
"227","SPDC","2010-08-15","Sun","Aug","2010","cr"," ","sab","12"" ADIBAWA-OKORDIA AT IKARAMA","5.154944","6.457","Yenagoa","BY","la","8","1"
"228","NAOC","2010-08-19","Thu","Aug","2010","cr"," ","sab","10'' IRRI/KWALE PIPELINE @ OFAGBE","5.6420556","6.6227222","Ogba/Egbema/Ndoni","RI","sw","8","5"
"229","SPDC","2010-08-19","Thu","Aug","2010","cr"," ","sab","18"" ASSA-RUMUEKPE T/L AT AWARA","5.350917","6.795806","Ohaji/Egbema","IM","la","8","5"
"230","CHEVRON","2010-08-20","Fri","Aug","2010","cr","wh","sab","Makaraba Jacket 4 -1 - 4.","5.7866667","5.4366667","Warri-South-West","DE","sw","8","6"
"231","NAOC","2010-08-22","Sun","Aug","2010","cr"," ","sab","24"" OGBOINBIRI/OGODA P/L AT UMUGBENE","4.8132194","6.0057194","Southern Ijaw","BY","sw","8","1"
"232","NAOC","2010-08-22","Sun","Aug","2010","cr"," ","sab","6"" OSIAMA BY-PASS AT OKPOTUWARI","4.786075","5.9760528","Southern Ijaw","BY","sw","8","1"
"233","SPDC","2010-08-22","Sun","Aug","2010","cr"," ","sab","12"" ADIBAWA-OKORDIA AT IKARAMA","5.16575","6.470361","Yenagoa","BY","la","8","1"
"234","NAOC","2010-08-23","Mon","Aug","2010","cr"," ","sab","24"" OGODA/BRASS P/L AT EMAGO-KUGBO 4","4.7011944","6.4223056","Abua-Odual","RI","sw","8","2"
"235","SPDC","2010-08-23","Mon","Aug","2010","cr"," ","sab","OTAMIRI W5S","5.039917","7.001611","Etche","RI","la","8","2"
"236","SPDC","2010-08-23","Mon","Aug","2010","cr"," ","sab","OTAMIRI W5L","5.039917","7.00175","Etche","RI","la","8","2"
"237","SPDC","2010-08-23","Mon","Aug","2010","cr"," ","sab","OTAMIRI W5 L&S F/L","5.034472","7.001194","Etche","RI","la","8","2"
"238","NAOC","2010-08-26","Thu","Aug","2010","cr"," ","sab","24"" OGBOINBIRI/OGODA P/L AT UMUGBENE","4.8019444","6.0019444","Southern Ijaw","BY","sw","8","5"
"239","NAOC","2010-08-27","Fri","Aug","2010","cr"," ","sab","MGBEDE 9L F/L AT MGBEDE","5.4569833","6.7081389","Ogba/Egbema/Ndoni","RI","la","8","6"
"240","NAOC","2010-08-27","Fri","Aug","2010","cr"," ","sab","MGBEDE 3T F/L AT MGBEDE","5.4560278","6.7067222","Ogba/Egbema/Ndoni","RI","la","8","6"
"241","SPDC","2010-08-29","Sun","Aug","2010"," "," ","sab","TRANS ESCRAVOS PIPELINE","5.529333","5.194806","Warri-South-West","DE","sw","8","1"
"242","SPDC","2010-08-30","Mon","Aug","2010","cr"," ","sab","28"" TNP AT BODO WEST","4.596361","7.257778","Bonny","RI","sw","8","2"
"243","SPDC","2010-08-30","Mon","Aug","2010","cr"," ","sab","28"" TNP AT BODO WEST","4.591778","7.257222","Bonny","RI","sw","8","2"
"244","CHEVRON","2010-09-02","Thu","Sep","2010","cr"," ","sab","IDAMA WELL 5","4.6215278","6.80125","Akuku-Toru","RI","sw","9","5"
"245","NAOC","2010-09-03","Fri","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT MBIKIBA RISER","4.4745","6.1136944","Brass","BY","sw","9","6"
"246","NAOC","2010-09-05","Sun","Sep","2010","cr"," ","sab","14"" SAMABRI/IDU P/L AT IDU","5.2635556","6.5541389","Ogba/Egbema/Ndoni","RI","la","9","1"
"247","SPDC","2010-09-06","Mon","Sep","2010","cr"," ","sab","ADIBAWA WELL 10S F/L AT EDAGBERI","5.197639","6.510972","Ahoada-West","RI","la","9","2"
"248","NAOC","2010-09-07","Tue","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS PIPELINE AT LAGOSGBENE","4.4581111","6.1739444","Nembe","BY","sw","9","3"
"249","NAOC","2010-09-07","Tue","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS PIPELINE AT LAGOSGBENE 8","4.4546111","6.1806389","Nembe","BY","sw","9","3"
"250","NAOC","2010-09-10","Fri","Sep","2010","gs"," ","sab","4"" EOC FIELD GAS LIFT F/L","5.4495583","6.6685917","Ogba/Egbema/Ndoni","RI","la","9","6"
"251","NAOC","2010-09-10","Fri","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT KALATORU 2","4.5424306","5.9609861","Southern Ijaw","BY","sw","9","6"
"252","NAOC","2010-09-12","Sun","Sep","2010","cr"," ","sab","4"" OBIAFU 4L F/L NEAR OBRIKOM","5.4031944","6.6189333","Ogba/Egbema/Ndoni","RI","la","9","1"
"253","NAOC","2010-09-14","Tue","Sep","2010","gs"," ","sab","4"" OBRIKOM 8S F/L","5.3934167","6.6569444","Ogba/Egbema/Ndoni","RI","la","9","3"
"254","NAOC","2010-09-14","Tue","Sep","2010","cr"," ","sab","4"" IDU 12S F/L","5.2559444","6.5504444","Ogba/Egbema/Ndoni","RI","la","9","3"
"255","NAOC","2010-09-14","Tue","Sep","2010","cr"," ","sab","4"" IDU 6S F/L","5.2530833","6.5497222","Ogba/Egbema/Ndoni","RI","la","9","3"
"256","SPDC","2010-09-14","Tue","Sep","2010","cr"," ","sab","OLD 20"" KOLO CREEL/RUMUEKPE T/L AT OGBOGOLO","4.946775","6.5550806"," ","RI","la","9","3"
"257","NAOC","2010-09-15","Wed","Sep","2010","gs"," ","sab","4"" OBIAFU 6L F/L","5.4039444","6.6219278","Ogba/Egbema/Ndoni","RI","la","9","4"
"258","NAOC","2010-09-15","Wed","Sep","2010","gs"," ","sab","18"" EOC-OGODA P/L AT OMOKU","5.3602306","6.6686556","Ogba/Egbema/Ndoni","RI","la","9","4"
"259","NAOC","2010-09-19","Sun","Sep","2010","cr"," ","sab","UMUORU 5T F/L AT OBIAFU","5.4166389","6.5004444","Ogba/Egbema/Ndoni","RI","la","9","1"
"260","SPDC","2010-09-20","Mon","Sep","2010","cr"," ","sab","ADIBAWA 8S F/L AT EDAGBERI","5.198306","6.513417","Ahoada-West","RI","la","9","2"
"261","NAOC","2010-09-20","Mon","Sep","2010","gs"," ","sab","ODUGRI 5T F/L AT AKRI","5.6355","6.65725","Ogba/Egbema/Ndoni","RI","la","9","2"
"262","SPDC","2010-09-22","Wed","Sep","2010","cr"," ","sab","16"" NUNRIVER-KOLO CREEK T/L AT IGIEBIRI","4.828389","6.165611","Southern Ijaw","BY","sw","9","4"
"263","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","24"" OGODA/BRASS P/L AT OZOCHI","4.9613056","6.5111194","Ahoada West","RI","la","9","5"
"264","SPDC","2010-09-23","Thu","Sep","2010","cr"," ","sab","18"" ASSA/RUMUEKPE T/L AT AWARA","5.349528","6.795444","Ohaji/Egbema","IM","la","9","5"
"265","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","10"" CLOUGH CREEK/TEBIDABA P/L AT OKPARATUGBO-GBARAUN 8","4.7796806","5.7777639","Southern Ijaw","BY","sw","9","5"
"266","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","10"" CLOUGH CREEK/TEBIDABA P/L AT ASITUBO-GBARAUN 9","4.7489972","5.8235889","Southern Ijaw","BY","sw","9","5"
"267","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 2","4.5264167","6.0074722","Southern Ijaw","BY","sw","9","5"
"268","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 5","4.5239167","6.0118056","Southern Ijaw","BY","sw","9","5"
"269","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 6","4.52375","6.0131389","Southern Ijaw","BY","sw","9","5"
"270","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 4","4.5266944","6.0068056","Southern Ijaw","BY","sw","9","5"
"271","NAOC","2010-09-23","Thu","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 3","4.5265556","6.0069722","Southern Ijaw","BY","sw","9","5"
"272","NAOC","2010-09-24","Fri","Sep","2010","cr"," ","sab","10"" CLOUGH CREEK/TEBIDABA RISER AT AZUZUAMA 18","4.679225","5.9034889","Southern Ijaw","BY","sw","9","6"
"273","NAOC","2010-09-25","Sat","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 7","4.5265","6.0073889","Southern Ijaw","BY","sw","9","7"
"274","NAOC","2010-09-25","Sat","Sep","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 8","4.5238333","6.01325","Southern Ijaw","BY","sw","9","7"
"275","SPDC","2010-09-27","Mon","Sep","2010","cr"," ","sab","10"" EGBEMA WEST D/L AT NWADIKE-NMA","5.56025","6.734056","Ohaji/Egbema","IM","la","9","2"
"276","NAOC","2010-10-01","Fri","Oct","2010","cr"," ","sab","24"" OGODA/BRASS P/L AT OZOCHI","4.964","6.5110556","Ahoada West","RI","la","10","6"
"277","SPDC","2010-10-01","Fri","Oct","2010","cr"," ","sab","KOLO CREEK WELL 25T F/L","4.864833","6.375083","Ogbia","BY","la","10","6"
"278","SPDC","2010-10-01","Fri","Oct","2010","cr"," ","sab","12"" OGUTA-EGBEMA D/L AT UMUKWU","5.647194","6.751472","Oguta","IM","la","10","6"
"279","NAOC","2010-10-05","Tue","Oct","2010","cr"," ","sab","10"" KWALE-AKRI P/L AT ODUGRI","5.637275","6.6303889","Ogba/Egbema/Ndoni","RI","la","10","3"
"280","NAOC","2010-10-06","Wed","Oct","2010","cr"," ","sab","24"" OGODA/BRASS P/L AT AYUN","4.8429722","6.4683889","Abua/Odual","RI","la","10","4"
"281","CHEVRON","2010-10-08","Fri","Oct","2010","cr","fl","sab","Olero RMP 6","5.8806667","5.09835","Warri-North","DE","sw","10","6"
"282","SPDC","2010-10-09","Sat","Oct","2010","cr"," ","sab","20"" KOLO CREEK T/L AT OGBOGOLO","4.9469444","6.5549436"," ","RI","la","10","7"
"283","NAOC","2010-10-13","Wed","Oct","2010","cr"," ","sab","10'' KWALE/AKRI P/L @ AGWA ETITI","5.6408611","6.6174722","Ndokwa-East","DE","la","10","4"
"284","NAOC","2010-10-13","Wed","Oct","2010","cr"," ","sab","10'' KWALE/AKRI P/L @ AGWA ETITI","5.5433333","6.6172222","Ogba/Egbema/Ndoni","RI","la","10","4"
"285","NAOC","2010-10-14","Thu","Oct","2010","cr"," ","sab","4"" OSHIE 11S F/L AT AKINIMA","5.1101944","6.4730278","Ahoada West","RI","la","10","5"
"286","NAOC","2010-10-14","Thu","Oct","2010","gs"," ","sab","4"" MGBEDE 17T F/L AT LOCATION","5.4932222","6.7194167","Ohaji/Egbema","RI","la","10","5"
"287","SPDC","2010-10-14","Thu","Oct","2010","cr"," ","sab","4"" NUNR F/L W/13T AT ANGIAMA","4.916944","6.094444","Southern Ijaw","BY","sw","10","5"
"288","NAOC","2010-10-14","Thu","Oct","2010","cr"," ","sab","10"" CLOUGH CRK/TEBIDABA AT AZUZUAMA 21","4.6779444","5.9038611","Southern Ijaw","BY","sw","10","5"
"289","NAOC","2010-10-14","Thu","Oct","2010","cr"," ","sab","10"" CLOUGH CRK/TEBIDABA P/L AT AZUZUAMA 19","4.67775","5.9040556","Southern Ijaw","BY","sw","10","5"
"290","NAOC","2010-10-14","Thu","Oct","2010","cr"," ","sab","10"" CLOUGH CRK/TEBIDABA AT AZUZUAMA 20","4.6775833","5.9041667","Southern Ijaw","BY","sw","10","5"
"291","NAOC","2010-10-18","Mon","Oct","2010","ch"," ","sab","OZORO-OLEH EXPRESSWAY","5.5300556","6.1996944","Isoko-South","DE","la","10","2"
"292","NAOC","2010-10-18","Mon","Oct","2010","cr"," ","sab","OZORO-OLEH EXPRESSWAY","5.5299167","6.1998611","Isoko-South","DE","la","10","2"
"293","SPDC","2010-10-20","Wed","Oct","2010","cr"," ","sab","20"" KOLO CREEK/RUMUEKPE T/L AT EWEREWERE","4.9676975","6.6125817"," ","RI","la","10","4"
"294","NAOC","2010-10-26","Tue","Oct","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT KAMBORO 7","4.5343889","5.9407778","Southern Ijaw","BY","sw","10","3"
"295","NAOC","2010-10-27","Wed","Oct","2010","gs"," ","sab","UNIDENTIFIED 4"" F/L AT OSHIE RIVER CROSSING","5.1036917","6.4823028","Ahoada West","RI","iw","10","4"
"296","NAOC","2010-10-28","Thu","Oct","2010","cr"," ","sab","18"" TEBIDABA/BRASS P/L AT IGBEMATORU 9","4.5264167","6.0074722","Southern Ijaw","BY","sw","10","5"
"297","NAOC","2010-10-30","Sat","Oct","2010","cr"," ","sab","4"" OSHIE 2L F/L AT AKINIMA","5.10425","6.4995333","Ahoada West","RI","la","10","7"
"298","NAOC","2010-10-30","Sat","Oct","2010","cr"," ","sab","24"" OGODA/BRASS P/L AT OZOCHI","4.9636389","6.5104444","Ahoada West","RI","la","10","7"
"299","SPDC","2010-10-30","Sat","Oct","2010","cr"," ","sab","OGBOTANBO","5.019306","5.5265","Ekeremor","BY","sw","10","7"
"300","NAOC","2010-10-30","Sat","Oct","2010","cr"," ","sab","14"" AKRI/EOC P/L AT MMAHU","5.5463056","6.7126944","Ohaji/Egbema","IM","la","10","7"
"301","NAOC","2010-10-31","Sun","Oct","2010","cr"," ","sab","6"" OSIOMA/AZUZUAMA MANIFOLD AT KROKROSEI 2","4.7476111","6.0276111","Southern Ijaw","BY","sw","10","1"
